grid_id,name,wikipedia_url,email_address,established
grid.444697.c,University of Computer Studies Yangon,"",,
grid.444698.3,Birsa Agricultural University,"",,
grid.444699.2,Ranchi University,"",,
grid.444700.3,Hokkaido University of Science,"",,
grid.444702.1,University of Medicine 2 Yangon,"https://en.wikipedia.org/wiki/University_of_Medicine_2,_Yangon",,1963
grid.444703.0,National Institute of Technology Rourkela,"https://en.wikipedia.org/wiki/National_Institute_of_Technology,_Rourkela",,1961
grid.444704.7,Hokusei Gakuen University,"",,
grid.444705.6,Samarkand Institute of Economics and Services,"",,
grid.444706.5,Sapporo University,"",,
grid.444707.4,Dr. Hari Singh Gour University,"",,
grid.444708.b,Vinayaka Missions University,"",,
grid.444709.a,Sapporo International University,"",,
grid.444710.2,Samarkand Agricultural Institute,"",,
grid.444711.3,Sapporo City University,"",,
grid.444712.0,Mazandaran University of Science and Technology,"",,
grid.444713.1,Tenshi College,"",,
grid.444714.6,Rajendra Agricultural University,"",,
grid.444715.7,University of Nagasaki,"",,
grid.444716.4,Sambalpur University,"",,
grid.444717.5,Gunma Prefectural Women's University,"",,
grid.444718.a,Musashino Gakuin University,"",,
grid.444719.b,Sardarkrushinagar Dantiwada Agricultural University,"",,
grid.444720.1,National Institute Of Technology Silchar,"https://en.wikipedia.org/wiki/National_Institute_of_Technology,_Silchar",,1967
grid.444721.0,Yangon Institute of Economics,"",,
grid.444722.3,Chennai Mathematical Institute,"",,1989
grid.444723.2,National Institute of Technology Srinagar,"https://en.wikipedia.org/wiki/National_Institute_of_Technology,_Srinagar",,1960
grid.444724.5,International Pacific University,"",,
grid.444725.4,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,"",,
grid.444726.7,Sardar Vallabhbhai National Institute of Technology Surat,"https://en.wikipedia.org/wiki/Sardar_Vallabhbhai_National_Institute_of_Technology,_Surat",,1961
grid.444727.6,Veer Narmad South Gujarat University,"",,
grid.444728.9,Yangon Institute of Education,"",,
grid.444729.8,Tripura University,"",,
grid.444730.0,Yangon Technological University,"",,
grid.444731.1,Dr. Babasaheb Ambedkar Technological University,"",,
grid.444732.2,Yangon University Of Distance Education,"",,
grid.444733.3,Kerala Kalamandalam,https://en.wikipedia.org/wiki/Kerala_Kalamandalam,,1930
grid.444734.4,Rashtriya Sanskrit Vidyapeetha,https://en.wikipedia.org/wiki/Rashtriya_Sanskrit_Vidyapeetha,,1956
grid.444735.5,Sri Padmavati Mahila Visvavidyalayam,https://en.wikipedia.org/wiki/Sri_Padmavati_Mahila_Visvavidyalayam,,1983
grid.444736.6,Janardan Rai Nagar Rajasthan Vidyapeeth University,"",,
grid.444737.7,Yangon University of Foreign Languages,"",,
grid.444738.8,Maharana Pratap University of Agriculture and Technology,"",,
grid.444739.9,Purbanchal University,https://en.wikipedia.org/wiki/Purbanchal_University,,1993
grid.444740.7,Maharishi Mahesh Yogi Vedic University,"",,
grid.444741.6,European University College,"",,
grid.444742.5,Nepal Sanskrit University,"",,
grid.444743.4,Pokhara University,https://en.wikipedia.org/wiki/Pokhara_University,,1996
grid.444744.3,Hormozgan University,"",,
grid.444745.2,Gifu University of Medical Science,"",,
grid.444746.1,Waljat Colleges of Applied Sciences,"",,
grid.444747.0,Tashkent State Technical University named after Abu Raykhan Beruniy,"",,
grid.444748.f,Kagoshima Immaculate Heart University,"",,
grid.444749.e,Miyagi Gakuin Women's University,"",,
grid.444750.6,Oman Medical College,"",,
grid.444751.7,Sendai Shirayuri Women's College,"",,
grid.444752.4,University of Nizwa,"",,
grid.444753.5,Tohoku Bunka Gakuen University,"",,
grid.444754.2,Al-Zahra College for Women,"",,
grid.444755.3,Institute of Chartered Financial Analysts of India,https://en.wikipedia.org/wiki/Institute_of_Chartered_Financial_Analysts_of_India,,1984
grid.444756.0,Tohoku Institute of Technology,https://en.wikipedia.org/wiki/Tohoku_Institute_of_Technology,,1964
grid.444757.1,Academy of Arts of Uzbekistan,"",,
grid.444758.e,Isfahan University of Art,"",,
grid.444759.f,Tohoku Seikatsu Bunka University,"",,
grid.444760.5,Majan College,"",,
grid.444761.4,Dhofar University,"",,
grid.444762.7,Sheikh Bahaei University,"",,
grid.444763.6,Sohar University,https://en.wikipedia.org/wiki/Sohar_University,,2001
grid.444764.1,Jahrom University of Medical Sciences,"",,
grid.444765.0,Telavi State University,"",,
grid.444766.3,National Textile University,"",,
grid.444767.2,University of Faisalabad,"",,
grid.444768.d,Kashan University of Medical Sciences,https://en.wikipedia.org/wiki/Kashan_University_of_Medical_Sciences,,1986
grid.444769.c,Nagoya Gakuin University,"",,
grid.444770.4,Russian Economic University after G.V. Plekhanov,"",,
grid.444771.5,Hanoi Academy of Theater and Cinema,"",,
grid.444772.6,Osaka University of Human Sciences,"",,
grid.444773.7,Sendai University,"",,
grid.444774.0,Vietnam University of Commerce,"",,
grid.444775.1,Universitas Widya Kartika,"",,
grid.444776.2,Keiwa College,"",,
grid.444777.3,Teaching University European Academy,"",,
grid.444778.c,GIFT University,"",,
grid.444779.d,Khyber Medical University,"",,
grid.444780.b,University of World Economy and Diplomacy,"",,
grid.444781.a,Bunka Fashion Graduate University,"",,
grid.444782.9,University of East,"",,
grid.444783.8,Air University,"",,
grid.444784.f,Thuyloi University,"",,
grid.444785.e,Al-Khair University,"",,
grid.444787.c,Bahria University,https://en.wikipedia.org/wiki/Bahria_University,,2000
grid.444788.3,Hanoi University of Culture,"",,
grid.444789.2,National University of Civil Engineering,"",,
grid.444790.a,Biwako Seikei Sport College,"",,
grid.444791.b,Foundation University Islamabad,"",,
grid.444792.8,Institute of Space Technology,"",,
grid.444793.9,Baiko Gakuin University,"",,
grid.444794.e,Mohammad Ali Jinnah University,"",,
grid.444795.f,Shimonoseki City University,"",,
grid.444796.c,Toshkent Davlat Pedagogika Universiteti,"",,
grid.444797.d,National University of Computer and Emerging Sciences,"",,
grid.444798.2,National University of Modern Languages,"",,
grid.444799.3,State Conservatory of Uzbekistan,"",,
grid.444800.c,Advanced Institute of Industrial Technology,https://en.wikipedia.org/wiki/Advanced_Institute_of_Industrial_Technology,,2006
grid.444801.d,Mejiro University,"",,
grid.444802.e,Imam Reza International University,"",,
grid.444803.f,Hung Vuong University of Ho Chi Minh City,"",,
grid.444804.8,Shizuoka Eiwa Gakuin University and College,"",,
grid.444805.9,Tokoha Gakuen University,"",,
grid.444806.a,Khayyam University,"",,
grid.444807.b,Okinawa Prefectural University of Arts,"",,
grid.444808.4,"Vietnam National University, Ho Chi Minh City","",,
grid.444809.5,Razavi University of Islamic Sciences,"",,
grid.444810.d,Pakistan Institute of Development Economics,"",,
grid.444811.c,Tashkent Institute of Architecture and Construction,"",,
grid.444812.f,Ton Duc Thang University,"",,
grid.444813.e,Sadjad University of Technology,"",,
grid.444814.9,Mehran University of Engineering and Technology,"",,
grid.444815.8,Hong Bang University International,"",,
grid.444816.b,Tashkent Automobile and Road Construction Institute,"",,
grid.444817.a,Islamic University of Indragiri,"",,
grid.444818.5,Dadabhoy Institute of Higher Education,"",,
grid.444819.4,Tashkent University of Information Technology,"",,
grid.444820.e,Baqir Al-Olum University,"",,
grid.444821.f,Universitas Khairun,"",,
grid.444822.c,Ho Chi Minh City University of Foreign Languages-Informatics Technology,"",,
grid.444823.d,Văn Lang University,"",,
grid.444824.a,Myitkyina University,"",,
grid.444825.b,Ho Chi Minh City University of Transport,"",,
grid.444826.8,Ho Chi Minh City University of Architecture,"",,
grid.444827.9,University of Economics Ho Chi Minh City,"",,
grid.444828.6,Ho Chi Minh City University of Technology,"",,
grid.444829.7,Tashkent State University of Economics,"",,
grid.444830.f,Qom University of Medical Science and Health Services,"",,
grid.444831.e,Mofid University,"",,
grid.444832.d,Ho Chi Minh City University of Law,"",,
grid.444833.c,Ho Chi Minh City University of Fine Arts,"",,
grid.444834.b,Banking University of Ho Chi Minh City,"",,
grid.444835.a,Nong Lam University Ho Chi Minh City,"",,
grid.444836.9,Universitas Lakidende,"",,
grid.444837.8,Greenwich University,"",,
grid.444838.7,Indus University,"",,
grid.444839.6,Tashkent State Higher School of National Dance and Choreography,"",,
grid.444840.8,Universitas Sains Al-Qur'an,"",,
grid.444841.9,Indus Valley School of Art and Architecture,"",,
grid.444842.a,Tashkent State Institute of Oriental Studies,"",,
grid.444843.b,Tashkent State University of Law,"",,
grid.444844.c,Osaka Gakuin University,"",,
grid.444845.d,Vali Asr University of Rafsanjan,"",,1991
grid.444846.e,University of Theatre and Cinema Ho Chi Minh City,"",,
grid.444847.f,Senri Kinran University,"",,
grid.444848.0,Ho Chi Minh City University of Technology and Education,"",,
grid.444849.1,Ho Chi Minh City Pedagogical University,"",,
grid.444850.9,Văn Hiến University,"",,
grid.444851.8,Suzuka International University,"",,
grid.444852.b,Kunitachi College of Music,"",,
grid.444853.a,Fukuoka Prefectural University,"",,
grid.444854.d,Institute of Business Administration Karachi,"",,
grid.444855.c,Tashkent Pharmaceutical Institute,"",,
grid.444856.f,Institute of Commerce and Business,"",,
grid.444857.e,Takamatsu University,"",,
grid.444858.1,Shahroud University of Medical Sciences,https://en.wikipedia.org/wiki/Shahroud_University_of_Medical_Sciences,,1990
grid.444859.0,Institute of Business and Technology,"",,
grid.444860.a,Shiraz University of Technology,"",,
grid.444861.b,Tashkent Institute of Irrigation and Melioration,"",,
grid.444862.8,University of Technology and Education,"",,
grid.444863.9,Takaoka University of Law,https://en.wikipedia.org/wiki/Takaoka_University_of_Law,,1989
grid.444864.e,Nha Trang University,"",,
grid.444865.f,Tashkent Islamic University,"",,
grid.444866.c,Takarazuka University of Arts & Crafts,"",,
grid.444867.d,Institute of Finance and Economics,"",,
grid.444868.2,Institute of Business Management,"",,
grid.444869.3,Iqra University,"",,
grid.444870.b,Tashkent Institute of Chemical Technology,"",,
grid.444871.a,Karachi Institute of Economics and Technology,https://en.wikipedia.org/wiki/Karachi_Institute_of_Economics_and_Technology,,1997
grid.444872.9,Tashkent Financial Institute,"",,
grid.444873.8,Khadim Ali Shah Bukhari Institute of Technology,"",,
grid.444874.f,Quy Nhon University,"",,
grid.444875.e,Tashkent Institute of Railway Transport Engineers,"",,
grid.444876.d,"University of Creation Art, Music & Social Work","",,
grid.444877.c,Takasaki City University of Economics,"",,
grid.444878.3,Thaibinh Medical University,"",,
grid.444879.2,St. Agnes University,"",,
grid.444880.4,Thai Nguyen University,"",,
grid.444881.5,Newports Institute of Communications and Economics,"",,
grid.444882.6,Tashkent Institute of Textile and Light Industry,"",,
grid.444883.7,Osaka Medical College,https://en.wikipedia.org/wiki/Osaka_Medical_College,,1927
grid.444884.0,Preston Institute of Management Science and Technology,"",,
grid.444885.1,Hồng Đức University,"",,
grid.444886.2,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology,"",,
grid.444887.3,Tay Bac University,"",,
grid.444888.c,Osaka University of Pharmaceutical Sciences,http://en.wikipedia.org/wiki/Osaka_University_of_Pharmaceutical_Sciences,,1904
grid.444889.d,Vinh University,"",,
grid.444890.5,University College of Nabi Akram,"",,
grid.444891.4,Jin-ai University,"",,
grid.444892.7,Sir Syed University of Engineering and Technology,"",,
grid.444893.6,Allameh Tabataba'i University,"",,
grid.444894.1,Textile Institute of Pakistan,"",,
grid.444895.0,Shah Abdul Latif University,"",,
grid.444896.3,Arak University of Technology,"",,
grid.444897.2,Tama University,"",,
grid.444898.d,Balochistan University of Engineering and Technology,"",,
grid.444899.c,Termez State University,"",,
grid.444900.d,Preston University,"",,
grid.444901.c,Civil Aviation Technology College,"",,
grid.444902.f,Urganch state university,"",,
grid.444903.e,Beaconhouse National University,"",,
grid.444904.9,University of Science and Culture,"",,
grid.444905.8,Forman Christian College,"",,
grid.444906.b,Dalat University,"",,
grid.444907.a,Hodeidah University,"",,
grid.444908.5,Hajvery University,"",,
grid.444909.4,Ibb University,"",,
grid.444910.c,University of Da Nang,"",,
grid.444911.d,University of Applied Science and Technology,"",,
grid.444912.e,Da Nang University of Technology,"",,
grid.444913.f,Al-Ahgaff University,"",,
grid.444914.8,Hadhramout University,"",,
grid.444915.9,Tehran University of Art,"",,
grid.444916.a,Iman University,"",,
grid.444917.b,University of Science and Technology,"",,
grid.444918.4,Duy Tan University,"",,
grid.444919.5,Saba University,"",,
grid.444920.f,Institute of Management Sciences Lahore,"",,
grid.444921.e,Yemenia University,"",,
grid.444922.d,Kinnaird College for Women University,"",,
grid.444923.c,Hai phong University Of Medicine and Pharmacy,https://en.wikipedia.org/wiki/Hai_Phong_Medical_University,,1979
grid.444924.b,Lahore College for Women University,"",,
grid.444925.a,Imperial College of Business Studies,"",,
grid.444926.9,Viet Nam Maritime University,"",,
grid.444927.8,Lahore School of Economics,"",,
grid.444928.7,Dhamar University,"",,
grid.444929.6,University of Transport and Communications,"",,
grid.444930.e,Minhaj University Lahore,"",,
grid.444931.f,National College of Arts,"",,
grid.444932.c,Hanoi University of Business and Technology,"",,
grid.444933.d,National College of Business Administration and Economics,"",,
grid.444934.a,Superior University,"",,
grid.444935.b,Urmia University of Technology,"",,
grid.444936.8,University of Central Punjab,"",,
grid.444937.9,Aleksandër Moisiu University,"",,
grid.444938.6,University of Engineering and Technology Lahore,"http://en.wikipedia.org/wiki/University_of_Engineering_and_Technology,_Lahore",,1921
grid.444939.7,Aleksandër Xhuvani University,"",,
grid.444940.9,University of Management and Technology,"",,
grid.444941.8,Eqrem Çabej University,"",,
grid.444942.b,University of South Asia,"",,
grid.444943.a,Virtual University of Pakistan,"",,
grid.444944.d,Zabol University of Medical Sciences,"",,
grid.444945.c,Fan Noli University,"",,
grid.444946.f,Academy Of Finance,"",,
grid.444947.e,Luigj Gurakuqi University,"",,
grid.444948.1,Thang Long University,"",,
grid.444949.0,University of Arts,"",,
grid.444950.8,Salahaddin University-Erbil,"",,
grid.444951.9,Hanoi University of Pharmacy,"",,
grid.444952.a,Hanoi Architectural University,"",,
grid.444953.b,Slavic Business Institute,"",,
grid.444954.c,National Economics University,"",,
grid.444955.d,Iran Banking Institute,"",,
grid.444956.e,Modern University for the Humanities,"",,
grid.444957.f,Vietnam University of Fine Arts,"",,
grid.444958.0,Academy of Physical and Sports Education Vojo Kushi,"",,
grid.444959.1,Imam Sadiq University,"",,
grid.444960.b,University of Languages and International Studies,"",,
grid.444961.a,Foreign Trade University,"",,
grid.444962.9,Petroleum University of Technology,"",,
grid.444963.8,Academy of Film and Multimedia Marubi,"",,
grid.444964.f,Vietnam National University of Agriculture,"",,
grid.444965.e,Hanoi Law University,"",,
grid.444966.d,School of International Relations,"",,
grid.444967.c,University of Technology- Iraq,"",,
grid.444968.3,Al Mansour University College,"",,
grid.444969.2,Luarasi University,"",,
grid.444970.a,Polis University,"",,
grid.444971.b,Iraqi University,"",,
grid.444972.8,Everglades University,"",,
grid.444973.9,University of New York Tirana,"",,
grid.444974.e,"Quaid-e-Awam University of Engineering, Science and Technology","",,
grid.444975.f,University of the Russian Academy of Education,"",,
grid.444976.c,Gorsky State Agrarian University,"",,
grid.444977.d,Mohi-ud-Din Islamic University,"",,
grid.444978.2,Catholic University Our Lady of Good Counsel,"",,
grid.444979.3,Industrial Management Institute,"",,
grid.444980.5,Northern University,"",,
grid.444981.4,North Ossetian State University,"",,
grid.444982.7,Abasyn University,"",,
grid.444983.6,CECOS University,"",,
grid.444984.1,Vladikavkaz Institute of Management,"",,1996
grid.444985.0,University of Vlora Ismail Qemali,"",,
grid.444986.3,City University of Science and Information Technology,"",,
grid.444987.2,Gandhara University,"",,
grid.444988.d,University of Andorra,"",,
grid.444989.c,Institute of Management Sciences Peshawar,"",,
grid.444990.4,Shahid Sattari University of Aeronautical Engineering,"",,
grid.444991.5,Baranovichi State University,"",,
grid.444992.6,University of Engineering and Technology Peshawar,"","",
grid.444993.7,A.S. Pushkin Brest State University,"",,
grid.444994.0,Qurtuba University of Science and Information Technology,"",,
grid.444995.1,Belarusian State Technological University,"",,
grid.444996.2,Sarhad University of Science and Information Technology,"",,
grid.444997.3,Sardar Bahadur Khan Women's University,"",,
grid.444998.c,Russian Foreign Trade Academy,"",,
grid.444999.d,Fatima Jinnah Women University,"",,
grid.445000.5,Ottawa University,http://en.wikipedia.org/wiki/Ottawa_University,,1865
grid.445001.4,Sparta Systems (United States),"",,1994
grid.445003.6,SLAC National Accelerator Laboratory (DOE),http://en.wikipedia.org/wiki/SLAC_National_Accelerator_Laboratory,"",1962
grid.445004.1,Humanitarian Institute,"",,1995
grid.445005.0,Russian State University of Cinematography named after SA Gerasimov,https://en.wikipedia.org/wiki/Gerasimov_Institute_of_Cinematography,,1919
grid.445006.3,Vladimir Institute of Business,"",,1991
grid.445007.2,Akademia Muzyczna im. Feliksa Nowowiejskiego w Bydgoszczy,"",,
grid.445008.d,Vladimir Law Institute,"","",1943
grid.445009.c,Gomel State Medical University,"",,
grid.445010.4,National Research University – Higher School of Economic,"",,
grid.445011.5,Far Eastern State Academy of Art,"",,
grid.445012.6,Hong Kong Shue Yan University,"",,
grid.445013.7,Hong Kong Academy for Performing Arts,"",,
grid.445014.0,Open University of Hong Kong,"",,
grid.445015.1,Kiang Wu Nursing College of Macau,"",,
grid.445016.2,Institute for Tourism Studies,"",,
grid.445017.3,Macau Polytechnic Institute,https://en.wikipedia.org/wiki/Macau_Polytechnic_Institute,,1991
grid.445018.c,Kujawy and Pomorze University in Bydgoszcz,"",,
grid.445019.d,Far Eastern State Technical Fisheries University,"",,
grid.445020.7,City University of Macau,"",,
grid.445021.6,Wyższa Szkoła Finansów i Prawa w Bielsku-Białej,"",,
grid.445022.5,University of Saint Joseph,"",,
grid.445023.4,"Siberian Academy of Law, Economics and Management","",,
grid.445024.3,Admiral Nevelskoy Maritime State University,https://en.wikipedia.org/wiki/Maritime_State_University,"",1876
grid.445025.2,Dayeh University,https://en.wikipedia.org/wiki/Dayeh_University,,1990
grid.445026.1,MingDao University,"",,
grid.445027.0,University of Economy in Bydgoszcz,"",,
grid.445028.f,Open Institute of Law,"",,2001
grid.445029.e,Nanhua University,"",,
grid.445030.6,Wyższa Szkoła Ekonomii i Administracji w Bytomiu,"",,
grid.445031.7,WuFeng University,"",,
grid.445032.4,Irkutsk State Transport University,"",,
grid.445033.5,Hsuan Chuang University,"",,
grid.445034.2,Fo Guang University,"",,
grid.445035.3,Pacific State Medical University,"",,
grid.445036.0,Polonia University,"",,
grid.445037.1,Chien Hsin University of Science and Technology,"",,
grid.445038.e,National Kaohsiung University of Hospitality and Tourism,"",,
grid.445039.f,Open University of Kaohsiung,"",,
grid.445040.1,Tsaritsyn Orthodox University of St. Sergius of Radonezh,"",,
grid.445041.0,Shu-Te University,"",,
grid.445042.3,University College of Social Sciences,"",,
grid.445043.2,Russian Presidential Academy of National Economy and Public Administration,https://en.wikipedia.org/wiki/Russian_Presidential_Academy_of_National_Economy_and_Public_Administration,"",1977
grid.445044.5,Volgograd Academy of the Russian Internal Affairs Ministry,"",,
grid.445045.4,Volgograd State Academy of Physical Culture,"",,
grid.445046.7,National Open University,"",,
grid.445047.6,East Siberian University of Economics and Law,"",,
grid.445048.9,Volgograd State University of Architecture and Civil Engineering,"",,
grid.445049.8,Songho College,"",,
grid.445050.0,Volgograd State Medical University,"",,
grid.445051.1,Volgograd State Pedagogical University,"",,
grid.445052.2,National Pingtung University,"",,
grid.445053.3,Volgograd State Technical University,"",,
grid.445054.4,National Taichung University of Education,"",,
grid.445055.5,"Volgograd Institute of Economics, Sociology and Law","",,1993
grid.445056.6,Volgograd Municipal Institute of Arts,"","",1917
grid.445057.7,National Taiwan University of Sport,"",,
grid.445058.8,Koryo Songgyungwan University,"",,
grid.445059.9,Vologda State Milk Academy named after NV Vereshchagina,"",,1911
grid.445060.3,Far East University,"",,
grid.445061.2,Universitas Persada Indonesia Yayasan Administrasi Indonesia,"",,
grid.445062.1,Vologda State Pedagogical University,"",,
grid.445063.0,East-Siberian Institute of the Ministry of Internal Affairs of the Russian Federation,"",,1962
grid.445064.7,Universitas Sahid Jakarta,"",,
grid.445065.6,Vologda State Technical University,"","",
grid.445066.5,Hsing-Kuo University,"",,
grid.445067.4,Tainan National University of the Arts,"",,
grid.445068.b,Tainan University of Technology,"",,
grid.445069.a,Aletheia University,"",,
grid.445070.2,Chihlee Institute of Technology,"",,
grid.445071.3,Huafan University,"",,
grid.445072.0,National Taipei University of Education,"",,
grid.445073.1,National Taiwan University of Arts,"",,
grid.445074.6,Institute of Economics and Law,"",,1999
grid.445075.7,"Institute of Management, Marketing and Finance","",,1991
grid.445076.4,Shih Hsin University,"",,
grid.445077.5,International Institute of Computer Technologies,"",,1992
grid.445078.a,Soochow University,https://en.wikipedia.org/wiki/Soochow_University_(Taiwan),,1871
grid.445079.b,Taipei National University of the Arts,"",,
grid.445080.d,Voronezh Institute of High Technologies,"",,1992
grid.445081.c,Ivanovo State Academy of Agriculture,"",,
grid.445082.f,Voronezh State Academy of Arts,"",,
grid.445083.e,Ivanovo State Textile Academy,"",,
grid.445084.9,Voronezh State University of Engineering Technologies,"",,
grid.445085.8,Tungnan University,"",,
grid.445086.b,Ivanovo State Power University,"",,
grid.445087.a,Kainan University,"",,
grid.445088.5,Voronezh State Medical Academy named after N.N. Burdenko,https://en.wikipedia.org/wiki/Voronezh_State_Medical_University_named_after_N._N._Burdenko,,1918
grid.445089.4,Lunghwa University of Science and Technology,"",,
grid.445090.c,Voronezh State Agricultural University,"",,
grid.445091.d,Albanian University,"",,
grid.445092.e,Vanung University,"",,
grid.445093.f,Voronezh State University of Architecture and Civil Engineering,"",,
grid.445094.8,Voronezh State Technical University,"",,
grid.445095.9,Shanghai Open University,"",,
grid.445096.a,Tianjin Radio and TV University,"",,
grid.445097.b,Voronezh Institute of Economics and Social Management,"",,1995
grid.445098.4,Moscow Regional Institute of Management and Law,"",,1996
grid.445099.5,Dr. Babasaheb Ambedkar Open University,"",,
grid.445100.4,Voronezh Institute of Ministry of Internal Affairs,"",,1972
grid.445101.5,Uttar Pradesh Rajarshi Tandon Open University,"",,
grid.445102.6,Izhevsk State Medical Academy,"",,
grid.445103.7,Madhya Pradesh Bhoj Open University,"",,
grid.445104.0,Izhevsk State Agricultural Academy,"",,
grid.445105.1,Dr. B. R. Ambedkar Open University,"",,
grid.445106.2,Netaji Subhas Open University,"",,
grid.445107.3,Izhevsk State Technical University,"",,
grid.445108.c,Vardhaman Mahaveer Open University,"",,
grid.445109.d,Karnataka State Open University,"",,
grid.445110.5,Yashwantrao Chavan Maharashtra Open University,"",,
grid.445111.4,Kamsky Institute of Humanitarian and Engineering Technologies,"",,1993
grid.445112.7,Nalanda Open University,"",,
grid.445113.6,The Egyptian General Company for Tourism and Hotels (Egypt),"",,
grid.445114.1,Hanoi Open University,"",,
grid.445115.0,Sinar Mas (Indonesia),"",,
grid.445116.3,Ho Chi Minh City Open University,"",,
grid.445117.2,Yakutsk State Academy of Agriculture,"",,
grid.445118.d,Wyższa Szkoła Zarządzania w Częstochowie,"",,
grid.445119.c,University of Dąbrowa Górnicza,"",,
grid.445120.6,Elbląska Uczelnia Humanistyczno-Ekonomiczna,"",,
grid.445121.7,High School of Music of Sakha,"",,
grid.445122.4,Gomel Engineering Institute,"",,
grid.445123.5,Akademia Muzyczna im. Stanisława Moniuszki w Gdańsku,"",,
grid.445124.2,Belarusian State Agricultural Academy,"",,
grid.445125.3,P.G. Demidov Yaroslavl State University,"",,
grid.445126.0,Yaroslavl State Academy of Agriculture,"",,
grid.445127.1,International Academy of Business and New Technologies,"",,
grid.445128.e,Yaroslavl State Pedagogical University,"",,
grid.445129.f,Akademia Sztuk Pięknych w Gdańsku,"",,
grid.445130.7,Yaroslavl State Theatre Institute,"",,1979
grid.445131.6,Gdansk University of Physical Education and Sport,"",,
grid.445132.5,Grodno State Agrarian University,"",,
grid.445133.4,Sakhalin State University,"",,
grid.445134.3,Gdańska Wyższa Szkoła Humanistyczna,"",,
grid.445135.2,International Institute of Management LINK,"",,1992
grid.445136.1,University of the Republic of San Marino,"",,
grid.445137.0,Wyższa Szkoła Bankowa w Gdańsku,"",,
grid.445138.f,Megatrend University,"",,
grid.445139.e,Wyższa Szkoła Turystyki i Hotelarstwa w Gdańsku,"",,
grid.445140.0,University of Arts in Belgrade,"",,
grid.445141.1,Union University,"","",
grid.445142.2,Akademia Marynarki Wojennej im. Bohaterów Westerplatte,"",,
grid.445143.3,Gdynia Maritime University,"",,
grid.445144.4,University of Business and Administration in Gdynia,"",,
grid.445145.5,State University of Novi Pazar,"",,
grid.445146.6,Academy of Public Administration,"",,
grid.445147.7,Volga State University of Technology,"",,
grid.445148.8,Tenaga Nasional Berhad (Malaysia),https://en.wikipedia.org/wiki/Tenaga_Nasional,,1990
grid.445149.9,Univerzitet u Novom Pazaru,"",,2002
grid.445150.1,Singidunum University,"",,
grid.445151.0,Szkoła Wyższa Prawa i Dyplomacji w Gdyni,"",,
grid.445152.3,HELP International Corporation (Malaysia),"",,
grid.445153.2,Mari State University,"",,
grid.445154.5,Akadémia Umení v Banskej Bystrici,"",,1997
grid.445155.4,Academy of the Police Force in Bratislava,"",,
grid.445156.7,Academy of the Interior Ministry of the Republic of Belarus,"",,
grid.445157.6,Pan-European University,"",,
grid.445158.9,"Southern Sakhalin Institute of Economics, Law and Computer Science","",,1991
grid.445159.8,International University College Of Technology,"",,
grid.445160.2,Baltic State Fishing Fleet Academy,"",,
grid.445161.3,Alcide De Gasperi University of Euroregional Economy in Józefów,"",,
grid.445162.0,Karol Szymanowski Academy of Music,"",,
grid.445163.1,Belarusian State Academy of Arts,"",,
grid.445164.6,Belarusian State Academy of Music,"",,
grid.445165.7,School of Economics and Management of Public Administration in Bratislava,"",,
grid.445166.4,Baltic Institute of Economics and Finance,"",,1995
grid.445167.5,Academy of Performing Arts in Bratislava,"",,
grid.445168.a,Akademia Sztuk Pięknych w Katowicach,"",,
grid.445169.b,Academy of Fine Arts and Design in Bratislava,"",,
grid.445170.3,Belarusian State Agrarian Technical University,"",,
grid.445171.2,Vysoká škola zdravotníctva a sociálnej práce sv. Alžbety,"","",2003
grid.445172.1,Belarusian State Economic University,"",,
grid.445173.0,Dupres Group (Slovakia),"","",
grid.445174.7,Akademii Wychowania Fizycznego im. Jerzego Kukuczki w Katowicach,"",,
grid.445175.6,Selye János University,"",,
grid.445176.5,University of Security Management in Košice,"",,
grid.445177.4,Belarussian State Pedagogical University Named After Maxim Tank,"",,
grid.445178.b,Higher Institute of Management,"",,1992
grid.445179.a,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego,"",,
grid.445180.c,Kaliningrad Law Institute Ministry of Internal Affairs of the Russian Federation,"",,1953
grid.445181.d,University of Prešov,"",,
grid.445182.e,International School of Management Slovakia,"",,
grid.445183.f,General Jerzy Ziętek Silesian School of Management,"",,
grid.445184.8,Catholic University in Ruzomberok,"",,
grid.445185.9,Murmansk State Humanities University,"",,1939
grid.445186.a,Belarusian State University of Physical Culture,"",,
grid.445188.4,University of Central Europe in Skalica,"",,
grid.445189.5,Belarusian State University of Culture and Arts,"",,
grid.445190.d,Wyższa Szkoła Bankowości i Finansów w Katowicach,"",,
grid.445191.c,Murnmansk State Technical University,"",,
grid.445192.f,College Danubius,"",,
grid.445193.e,Moscow Humanitarian Institute of E. Dashkova,"",,1992
grid.445194.9,School of Management in Trencin,"",,
grid.445195.8,Wyższa Szkoła Zarządzania Marketingowego i Języków Obcych,"",,
grid.445196.b,International Institute of Economics and Law,"",,1992
grid.445197.a,IEDC-Bled School of Management,"",,
grid.445198.5,International Institute of Business Education,"",,1994
grid.445199.4,Kielce University of Technology,"",,
grid.445200.7,Moscow State Forestry University,"",,
grid.445201.6,Faculty of Commercial and Business Sciences,"",,2004
grid.445202.5,Russian University of Cooperation,"",,
grid.445203.4,International School for Social and Business Studies,"",,
grid.445204.3,Faculty of Health Care Jesenice,"",,
